session_id;PROLIFIC_PID;status;started_datetime;completed_date_time;time_taken;age;num_approvals;num_rejections;prolific_score;reviewed_at_datetime;entered_code;Country of Birth;Current Country of Residence;Employment Status;First Language;Fluent languages;Nationality;Sex;Student Status
60acbc8cd201217b697fee71;6057da676f555c26197a3007;APPROVED;2021-05-25 08:59:56.177000;2021-05-25 09:16:14.860000;978.683;20;25;0;100;2021-05-28 11:09:31.334000;51867BAD;Belgium;Belgium;Other;;English, French;Belgium;Female;Yes
60ace0f4e8efcdc9621493ef;60587a632a56aa17491c12fe;APPROVED;2021-05-25 11:35:57.631000;2021-05-25 11:59:30.130000;1.412.499;45;93;0;100;2021-05-28 11:10:35.097000;51867BAD;United Kingdom;United Kingdom;Full-Time;;English;United Kingdom;Male;No
60ace0b541d22f441cf4ca90;605b2b10df3fd109ccf7f7ea;APPROVED;2021-05-25 11:34:13.939000;2021-05-25 11:59:03.901000;1.489.962;26;72;2;99;2021-05-28 11:10:32.705000;51867BAD;United Kingdom;United Kingdom;Full-Time;;English;United Kingdom;Female;No
60ace89c7a1c4bff9e7e18c4;6064776b0b0390bbd24e0b1b;APPROVED;2021-05-25 12:08:55.766000;2021-05-25 12:22:42.440000;826.674;27;38;2;96;2021-05-28 11:10:39.285000;51867BAD;Ghana;United Kingdom;Unemployed (and job seeking);;English;Ghana;Male;Yes
60acd64923425d182ce08857;6065c6978fb9e3a4e328f3e0;APPROVED;2021-05-25 10:49:55.856000;2021-05-25 11:10:08.712000;1.212.856;33;57;0;100;2021-05-28 11:10:21.920000;51867BAD;Spain;United Kingdom;Full-Time;;English, Spanish;Spain;Male;No
60acc95fff1ccd1ef16f5d71;606d858fbb5c59d556c3aa7c;APPROVED;2021-05-25 09:54:46.172000;2021-05-25 10:13:04.274000;1.098.102;24;58;0;100;2021-05-28 11:10:06.158000;51867BAD;United Kingdom;United Kingdom;Part-Time;DATA EXPIRED;English;United Kingdom;Female;No
60acad3ad2b2f19415c44df2;6074c0ce19889ca4efd4448e;APPROVED;2021-05-25 07:57:01.405000;2021-05-25 08:29:05.101000;1.923.696;28;40;0;100;2021-05-28 11:09:20.122000;51867BAD;Pakistan;United Kingdom;Part-Time;;English, Farsi, Hindi;Pakistan;Female;Yes
60acc89a39ccbdf7db14b0f3;607aadfc954e1ae041cd3684;APPROVED;2021-05-25 09:52:04.572000;2021-05-25 10:13:39.795000;1.295.223;21;23;0;100;2021-05-28 11:09:49.625000;51867BAD;United Kingdom;United Kingdom;Other;;English;United Kingdom;Female;Yes
60acadaa17148e8cb64bd132;607cbdea57addf71b2890592;APPROVED;2021-05-25 07:57:26.120000;2021-05-25 08:16:40.334000;1.154.214;20;19;0;100;2021-05-28 11:09:22.418000;51867BAD;Andorra;Portugal;Unemployed (and job seeking);;Catalan, English, Portuguese, French, Spanish;Portugal;Male;Yes
60acc8a943f9a8a1269d9ee0;607f2e7133afa07084f6be01;APPROVED;2021-05-25 09:51:42.927000;2021-05-25 10:18:13.725000;1.590.798;32;35;1;99;2021-05-28 11:09:52.099000;51867BAD;India;United Kingdom;Full-Time;;English, French, Tamil;Canada;Female;No
60ace8a54928ab4e965f1086;6083ff657cad22aaf2f462ad;APPROVED;2021-05-25 12:08:09.398000;2021-05-25 13:14:38.934000;3.989.536;21;18;0;100;2021-05-28 11:10:40.160000;51867BAD;Poland;Poland;Unemployed (and job seeking);;English, Polish;Poland;Male;Yes
60ace8a9025d0ab29bcd1547;608452f53ba076dd01ac8dd9;APPROVED;2021-05-25 12:08:16.986000;2021-05-25 12:26:37.183000;1.100.197;27;37;0;100;2021-05-28 11:10:40.712000;51867BAD;United Kingdom;United Kingdom;Full-Time;;English;United Kingdom;Female;No
60acc7e95eef2a0cd8a67537;608729c178d50c885cab1fa7;APPROVED;2021-05-25 09:48:30.241000;2021-05-25 10:07:33.442000;1.143.201;19;30;0;100;2021-05-28 11:09:40.257000;51867BAD;United Arab Emirates;United Kingdom;Unemployed (and job seeking);;English, Bulgarian;Bulgaria;Female;Yes
60ace8781a1677f1fcc19f0d;609007a52ef4a0b510e6ccde;APPROVED;2021-05-25 12:07:21.518000;2021-05-25 12:23:19.440000;957.922;35;31;0;100;2021-05-28 11:10:37.808000;51867BAD;United Kingdom;United Kingdom;Full-Time;;English;United Kingdom;Female;No
60acd698ea2aded6713e9b8c;609316ef5c90eaf6b8776b0f;APPROVED;2021-05-25 10:51:17.497000;2021-05-25 11:27:35.908000;2.178.411;21;20;0;100;2021-05-28 11:10:26.729000;51867BAD;France;United Kingdom;Part-Time;;English, French;France;Female;Yes
60acc7f225cd44e70c87d6c7;60953603cc1c039583a51f53;APPROVED;2021-05-25 09:48:39.222000;2021-05-25 10:11:33.760000;1.374.538;43;13;0;100;2021-05-28 11:09:41.185000;51867BAD;Ireland;Ireland;Part-Time;;English;Ireland;Female;No
60ace8a2e260fa3c1aeee125;60958703435bee5cf34d9e32;APPROVED;2021-05-25 12:08:40.903000;2021-05-25 12:30:44.582000;1.323.679;51;30;0;100;2021-05-28 11:10:39.662000;51867BAD;United Kingdom;United Kingdom;Full-Time;;English;United Kingdom;Female;No
60acae2718f79cdde44db24b;609810a3e824529db49b25b9;APPROVED;2021-05-25 07:58:44.812000;2021-05-25 08:16:37.237000;1.072.425;54;23;1;99;2021-05-28 11:09:23.515000;51867BAD;United Kingdom;United Kingdom;Full-Time;;English;United Kingdom;Female;No
60ace8ca2b892398d21b419a;60990cfc7441dc3e4c3e071a;APPROVED;2021-05-25 12:08:45.288000;2021-05-25 12:30:41.577000;1.316.289;37;32;0;100;2021-05-28 11:10:41.633000;51867BAD;United Kingdom;United Kingdom;Unemployed (and job seeking);;English;United Kingdom;Male;No
60acd94176be13f579bd7736;609b8c4e595571189c40f9cc;APPROVED;2021-05-25 11:02:37.062000;2021-05-25 11:21:14.687000;1.117.625;26;21;0;100;2021-05-28 11:10:29.749000;51867BAD;United Kingdom;;Full-Time;;English;United Kingdom;Female;No
60ace0b173196f798a584b12;609ba6a8dd99e8843427654d;APPROVED;2021-05-25 11:34:09.059000;2021-05-25 11:51:51.907000;1.062.848;21;11;0;100;2021-05-28 11:10:31.904000;51867BAD;Brazil;Portugal;Unemployed (and job seeking);;English, Portuguese, Spanish;Portugal;Male;Yes
60acc862926ee0a3659abc04;60a242bb13f881f06d814690;APPROVED;2021-05-25 09:50:26.277000;2021-05-25 10:10:19.360000;1.193.083;26;20;0;100;2021-05-28 11:09:42.276000;51867BAD;United Kingdom;United Kingdom;Full-Time;;English;United Kingdom;Male;No
60acbc7329eb96567ac5e22d;60a3a4f27f90310fc3955f5a;APPROVED;2021-05-25 08:59:38.303000;2021-05-25 09:17:45.141000;1.086.838;22;21;0;100;2021-05-28 11:09:29.293000;51867BAD;Czech Republic;Czech Republic;Part-Time;;Czech, English;Czech Republic;Male;Yes
60acd65d9ec36f08eaa2af5b;60a575c33d9650fc8cd96f1f;APPROVED;2021-05-25 10:55:07.014000;2021-05-25 11:14:50.295000;1.183.281;34;13;0;100;2021-05-28 11:10:23.210000;51867BAD;Poland;United Kingdom;Full-Time;;Polish, English;Poland;Female;No
60acc92f66d6a5db4133e3fd;60a6728db8706f6506c70b38;APPROVED;2021-05-25 09:54:10.301000;2021-05-25 10:17:51.153000;1.420.852;42;26;0;100;2021-05-28 11:10:01.784000;51867BAD;United Kingdom;United Kingdom;Not in paid work (e.g. homemaker', 'retired or disabled);;English;United Kingdom;Male;No
60ace888b294e4f94e88ff91;60a907c47e3f0fc2828ba1f2;APPROVED;2021-05-25 12:07:36.711000;2021-05-25 12:28:50.940000;1.274.229;28;16;0;100;2021-05-28 11:10:38.445000;51867BAD;United Kingdom;United Kingdom;Not in paid work (e.g. homemaker', 'retired or disabled);;English;United Kingdom;Female;No
60acd62b82cbd9ec7cf55c5e;60aa817bc03dba2890522f2f;APPROVED;2021-05-25 10:49:41.286000;2021-05-25 11:07:44.706000;1083.42;29;13;0;100;2021-05-28 11:10:18.297000;51867BAD;United Kingdom;;Part-Time;;English;United Kingdom;Female;No
60acb0eda64f079c9b30e13f;5ecd61ff54acea0a37f6f092;REJECTED;2021-05-25 08:10:21.078000;2021-05-25 08:47:24.792000;2.223.714;32;151;1;100;2021-05-28 10:58:27.303000;NOCODE;India;United Kingdom;Unemployed (and job seeking);Hindi;English, Hindi;India;Female;No
60acbcee5fb68e999a8c0348;577a3dfd92c50c0001c9488f;RETURNED;2021-05-25 09:01:41.237000;;267.366.334.878;58;1605;7;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acd61bd1cb76c6f1c5f42d;594bc549f95b1d0001909e90;RETURNED;2021-05-25 10:49:34.381000;;260.893.592.629;34;361;8;98;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acac883cff62128b0b1ac4;5999d56f05a0e30001f1ffc3;RETURNED;2021-05-25 07:51:40.808000;;271.566.613.971;42;1017;10;99;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acd616a89d3bbe9f48f8b1;59a6aa43b2130b000179d303;RETURNED;2021-05-25 10:48:54.018000;;260.933.949.651;43;532;2;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60abbc4bda985563cb61ac45;59c558114374e1000125c522;RETURNED;2021-05-24 14:46:40.583000;;33.306.674.652;50;247;1;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acad551ad0978538ca04b6;5ad44f87459c35000113830e;RETURNED;2021-05-25 07:59:19.470000;;271.107.969.292;27;463;3;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acd64c15bbf47f1ec0548a;5b89ad4819110c0001eb707c;RETURNED;2021-05-25 10:49:55.464000;;260.872.567.839;33;492;1;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acac93fe03068007024b34;5c062cef891bb4000121c91c;RETURNED;2021-05-25 07:51:53.998000;;271.553.424.037;53;310;1;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acd635c053fd9b9917f593;5d6e457c3e7e82001b2e8558;RETURNED;2021-05-25 10:49:25.438000;;260.902.559.717;27;154;3;98;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acd61b34499bf7ccfcd644;5d973ebf47985300199edb9b;RETURNED;2021-05-25 10:48:59.069000;;260.928.904.564;19;266;2;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acdc4f22aff158cd091cc3;5df6c8bd77f8654c718ee1d9;RETURNED;2021-05-25 11:15:30.089000;;259.338.127.296;47;240;2;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acd5f584ad0d8f1a3f7305;5e5fc346cf3e300453d01cde;RETURNED;2021-05-25 10:48:21.655000;;260.966.265.304;25;120;1;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acd6866d2684e2b5613113;5e626ef2ac3cd1000d96755e;RETURNED;2021-05-25 10:50:48.771000;;26.081.931.647;23;275;2;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60ace0f6442c6094a8232a9a;5e82a86895c1fb8b91c05522;RETURNED;2021-05-25 11:46:00.062000;;257.508.252.663;19;96;1;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acd69c879c7fe8b60374ae;5e99c8efae829502a02f6fc8;RETURNED;2021-05-25 11:02:00.049000;;26.014.806.175;38;278;4;99;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60ace0e82ff53f98a208621f;5eaf421a2627076426921b2a;RETURNED;2021-05-25 11:35:04.911000;;258.163.367.701;23;158;0;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60abbd2c80df003394af2d38;5f034105cfd81650d603dea2;RETURNED;2021-05-24 14:50:20.369000;;332.846.988.842;22;21;0;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60ace0b8dd7a746d926d216a;5f072de78ef9940c5dbabf80;RETURNED;2021-05-25 11:34:16.343000;;258.211.890.687;31;214;0;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acd72c94cee145a4d5cd10;5f0d5e8b03b5db770f95690d;RETURNED;2021-05-25 11:04:00.066000;;260.028.108.572;41;313;1;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60abb7a4b15b38c1e678a2bb;5f11a08029b071031bf706a9;RETURNED;2021-05-24 14:26:44.667000;;334.262.614.654;29;37;0;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60accaf7ed39d0032dc5c1ba;5f4f803208157f03f2b4cccd;RETURNED;2021-05-25 10:01:31.350000;;263.776.549.629;35;106;0;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60ace8c65ba19189728321bb;5f6bf0ba90a06f165a723144;RETURNED;2021-05-25 12:09:11.052000;;256.117.501.884;49;154;0;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acda408b2d14b1a7f5d34b;5f6cab593d36b10850541437;RETURNED;2021-05-25 11:06:48.678000;;259.859.526.395;23;72;1;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60ace0e120b24e24f3337eba;5f71935e1b5cc67c14c657b1;RETURNED;2021-05-25 11:35:00.653000;;258.167.625.649;39;260;2;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acd61259ab3406544471cb;5fbe3c41aedc39320937dfab;RETURNED;2021-05-25 10:48:55.238000;;260.932.725.235;30;169;0;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acb831e776a31194c8611d;5fbe96c8baacbc025a60d10b;RETURNED;2021-05-25 08:51:21.802000;;267.985.699.674;30;173;2;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acd63630e6f0c523a06d78;5fc65e74929fd92965820a93;RETURNED;2021-05-25 10:49:54.145000;;260.873.852.789;22;112;0;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acc962686a215dbcebf017;5fe931ec84b3a98861fcf02e;RETURNED;2021-05-25 09:54:43.920000;;264.183.961.619;36;136;0;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acd65e2e82aee354ed5c26;5ff1d7f9adaa0964f5acbabb;RETURNED;2021-05-25 10:50:08.878000;;260.859.188.164;51;108;1;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acd5fc6d2684e2b561310a;602eb3b80f39e6aa2ab2f3e2;RETURNED;2021-05-25 10:48:28.294000;;260.959.637.995;22;60;0;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acc8f2316b00fb88a327d6;604ce6075c751bc1e1a11dd5;RETURNED;2021-05-25 10:02:50.201000;;263.697.589.537;39;70;0;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acb131039ec972e038347f;6056beff1b9debccd57761e0;RETURNED;2021-05-25 08:11:29.621000;;270.377.870.966;20;24;1;99;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acd65ed0b54bb754e2416b;60736fd8d28f29beba8e54d6;RETURNED;2021-05-25 10:50:09.003000;;260.859.069.097;22;49;1;98;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acd7bb9db2b4d407460b07;607c90a7b48e5335f4aa334e;RETURNED;2021-05-25 10:55:59.379000;;260.508.801.554;33;48;0;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acc94f141f2c932509a20e;6082d3ad13f6505ba0c1789f;RETURNED;2021-05-25 09:58:52.577000;;263.935.279.305;24;24;1;99;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60ace90e6ef6a5fe77ab3f1b;609fb27ad5266b51131af35e;RETURNED;2021-05-25 12:09:56.903000;;256.071.663.926;25;16;0;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60ace0e911ed5520278f3e28;60a55b7561ae52cc48e68eae;RETURNED;2021-05-25 11:35:06.910000;;258.161.374.547;24;16;0;100;;;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED;CONSENT REVOKED
60acc92444457880f15e8ae1;5c3cadc76352a50001b26c6b;TIMED-OUT;2021-05-25 09:53:43.172000;;264.244.641.436;48;164;1;100;;;Italy;Italy;Full-Time;Italian;English, Czech, Italian;Italy;Male;Yes
60abbc78d1d9e02b682e935b;5c900a3af476780017bdd85b;TIMED-OUT;2021-05-24 14:47:21.533000;;333.025.796.585;26;42;1;100;;;United Kingdom;United Kingdom;Part-Time;English;English;United Kingdom;Male;Yes
60acc9e46983fc30fe546a67;5de016f1a63c7b0947c54c6b;TIMED-OUT;2021-05-25 09:56:52.847000;;264.055.040.978;29;267;3;100;;;Russian Federation;United Kingdom;Full-Time;Greek;English, Greek, Russian;Greece;Female;Yes
60acbd2e0c823b9c3c9474bf;5eaac550c2e646012d6ca899;TIMED-OUT;2021-05-25 09:02:38.589000;;267.308.988.461;26;173;0;100;;;France;France;Unemployed (and job seeking);French;Arabic, French, German, English;France;Male;No
60acc7e30efd6aa1f727b347;5f4e5f182ba08b01c5ed4ce1;TIMED-OUT;2021-05-25 09:48:41.742000;;2.645.458.738;31;227;2;99;;;France;France;Full-Time;DATA EXPIRED;English, French, Spanish;France;Male;Yes
