workerId,group,cond,valence,exprating,valrating,arrating,block,trial_order,trial_cond,s1_color,Cong,age,sex,ITI,ISI,response_time_ISI_EXP,response_time_SAM_valence,response_time_SAM_arousal,timing_S1,timing_S2
14485,UG,exp,neu,5,90,22,1,30,14,neu,0,18,Male,993,1000,3113,2761,2502,250,1000
14485,UG,exp,neg,94,90,22,1,31,15,neg,0,18,Male,970,1000,5336,2761,2502,250,1000
14485,UG,val_arr,neg,94,14,79,1,32,17,neg,0,18,Male,867,1000,5336,4033,2335,250,1000
14485,UG,exp,neu,14,14,79,1,33,16,neu,0,18,Male,1054,1000,6643,4033,2335,250,1000
14485,UG,val_arr,neu,14,87,40,1,34,18,neu,0,18,Male,1154,1000,6643,3513,3062,250,1000
14485,UG,exp,neg,94,87,40,1,35,17,neg,0,18,Male,1089,1000,2657,3513,3062,250,1000
14485,UG,val_arr,neg,94,10,86,1,36,19,neu,1,18,Male,897,1000,2657,4501,2660,250,1000
14485,UG,val_arr,neg,94,4,100,1,37,20,neg,0,18,Male,998,1000,2657,3518,1208,250,1000
14485,UG,val_arr,neu,94,61,67,1,38,21,neu,0,18,Male,1009,1000,2657,3523,4312,250,1000
14485,UG,val_arr,neu,94,70,69,1,39,22,neu,0,18,Male,1040,1000,2657,6753,3126,250,1000
14485,UG,val_arr,neg,94,8,83,1,40,23,neg,0,18,Male,802,1000,2657,3902,1847,250,1000
14485,UG,val_arr,neu,94,72,56,2,41,24,neu,0,18,Male,855,1000,2657,3246,1685,250,1000
14485,UG,exp,neu,17,72,56,2,42,18,neu,0,18,Male,1192,1000,4462,3246,1685,250,1000
14485,UG,val_arr,neg,17,0,100,2,43,25,neg,0,18,Male,1122,1000,4462,2474,1793,250,1000
14485,UG,val_arr,neg,17,1,91,2,44,26,neg,0,18,Male,1024,1000,4462,3290,3131,250,1000
14485,UG,exp,neu,100,1,91,2,45,19,neg,1,18,Male,820,1000,2739,3290,3131,250,1000
14485,UG,exp,neu,10,1,91,2,46,20,neu,0,18,Male,865,1000,3191,3290,3131,250,1000
14485,UG,exp,neu,3,1,91,2,47,21,neu,0,18,Male,943,1000,2665,3290,3131,250,1000
14485,UG,val_arr,neg,3,0,100,2,48,27,neg,0,18,Male,1163,1000,2665,2428,1913,250,1000
14485,UG,exp,neu,50,0,100,2,49,22,neu,0,18,Male,890,1000,7292,2428,1913,250,1000
14485,UG,val_arr,neg,50,13,100,2,50,28,neu,1,18,Male,1167,1000,7292,3348,1482,250,1000
14485,UG,exp,neg,100,13,100,2,51,23,neg,0,18,Male,903,1000,2269,3348,1482,250,1000
14485,UG,exp,neg,27,13,100,2,52,24,neu,1,18,Male,943,1000,2481,3348,1482,250,1000
14485,UG,exp,neu,100,13,100,2,53,25,neg,1,18,Male,972,1000,2020,3348,1482,250,1000
14485,UG,exp,neg,97,13,100,2,54,26,neg,0,18,Male,836,1000,6841,3348,1482,250,1000
14485,UG,val_arr,neu,97,76,76,2,55,29,neu,0,18,Male,909,1000,6841,2830,1774,250,1000
14485,UG,val_arr,neu,97,67,54,2,56,30,neu,0,18,Male,874,1000,6841,3944,1758,250,1000
14485,UG,exp,neu,34,67,54,2,57,27,neu,0,18,Male,990,1000,8393,3944,1758,250,1000
14485,UG,val_arr,neu,34,50,60,2,58,31,neg,1,18,Male,997,1000,8393,5379,3701,250,1000
14485,UG,exp,neg,84,50,60,2,59,28,neg,0,18,Male,1059,1000,4775,5379,3701,250,1000
14485,UG,val_arr,neg,84,6,95,2,60,32,neg,0,18,Male,1127,1000,4775,3405,1519,250,1000
14485,UG,val_arr,neu,84,80,44,2,61,33,neg,1,18,Male,1102,1000,4775,1975,1279,250,1000
14485,UG,val_arr,neu,84,48,53,2,62,34,neg,1,18,Male,860,1000,4775,2989,3251,250,1000
14485,UG,exp,neu,40,48,53,2,63,29,neu,0,18,Male,1108,1000,2354,2989,3251,250,1000
14485,UG,exp,neg,50,48,53,2,64,30,neg,0,18,Male,819,1000,14677,2989,3251,250,1000
14485,UG,exp,neg,41,48,53,2,65,31,neu,1,18,Male,1053,1000,3396,2989,3251,250,1000
14485,UG,val_arr,neg,41,7,95,2,66,35,neu,1,18,Male,995,1000,3396,4105,2337,250,1000
14485,UG,val_arr,neu,41,91,22,2,67,36,neu,0,18,Male,815,1000,3396,2752,3080,250,1000
14485,UG,val_arr,neg,41,1,50,2,68,37,neg,0,18,Male,885,1000,3396,2831,1342,250,1000
14485,UG,val_arr,neu,41,8,74,2,69,38,neu,0,18,Male,1029,1000,3396,1727,2939,250,1000
14485,UG,exp,neg,81,8,74,2,70,32,neg,0,18,Male,909,1000,1777,1727,2939,250,1000
14485,UG,exp,neg,97,8,74,2,71,33,neg,0,18,Male,1122,1000,2643,1727,2939,250,1000
14485,UG,val_arr,neg,97,33,72,2,72,39,neu,1,18,Male,854,1000,2643,1381,991,250,1000
14485,UG,exp,neg,100,33,72,2,73,34,neg,0,18,Male,1038,1000,2304,1381,991,250,1000
14485,UG,val_arr,neu,100,9,94,2,74,40,neu,0,18,Male,1145,1000,2304,1971,1391,250,1000
14485,UG,exp,neu,47,9,94,2,75,35,neu,0,18,Male,952,1000,6655,1971,1391,250,1000
14485,UG,exp,neu,100,9,94,2,76,36,neg,1,18,Male,942,1000,4890,1971,1391,250,1000
14485,UG,exp,neu,97,9,94,2,77,37,neg,1,18,Male,921,1000,2890,1971,1391,250,1000
14485,UG,exp,neg,88,9,94,2,78,38,neg,0,18,Male,810,1000,1822,1971,1391,250,1000
14485,UG,exp,neg,50,9,94,2,79,39,neu,1,18,Male,1038,1000,5106,1971,1391,250,1000
14485,UG,exp,neg,93,9,94,2,80,40,neg,0,18,Male,874,1000,2886,1971,1391,250,1000
14479,CG,val_arr,neu,0,72,0,1,1,1,neu,0,29,Male,817,1000,NA,4375,2618,250,1000
14479,CG,exp,neu,0,72,0,1,2,1,neu,0,29,Male,1174,1000,3491,4375,2618,250,1000
14479,CG,exp,neu,0,72,0,1,3,2,neu,0,29,Male,1163,1000,3506,4375,2618,250,1000
14479,CG,exp,neg,100,72,0,1,4,3,neg,0,29,Male,819,1000,3696,4375,2618,250,1000
14479,CG,exp,neu,0,72,0,1,5,4,neu,0,29,Male,976,1000,3677,4375,2618,250,1000
