workerId,prolific_id,group,cond,valence,exprating,valrating,arrating,block,trial_order,trial_cond,s1_color,Cong,IUS_tot,IUS_prospective,IUS_inhibitory,age,sex
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neg,83,0,100,1,27,13,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neu,83,85,50,1,28,14,red,1,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neu,83,77,50,1,29,15,blue,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neg,85,77,50,1,30,15,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neu,85,80,50,1,31,16,blue,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neg,98,80,50,1,32,16,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neg,96,80,50,1,33,17,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neg,96,24,62,1,34,17,blue,1,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neu,13,24,62,1,35,18,blue,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neu,15,24,62,1,36,19,blue,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neg,15,13,76,1,37,18,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neu,15,100,0,1,38,19,blue,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neg,100,100,0,1,39,20,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neu,100,100,1,1,40,20,blue,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neu,7,100,1,2,41,21,blue,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neg,91,100,1,2,42,22,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neu,9,100,1,2,43,23,blue,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neu,9,100,1,2,44,21,red,1,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neg,9,3,66,2,45,22,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neu,7,3,66,2,46,24,blue,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neu,94,3,66,2,47,25,red,1,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neu,94,53,50,2,48,23,blue,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neg,96,53,50,2,49,26,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neg,96,13,89,2,50,24,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neu,96,64,45,2,51,25,blue,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neg,92,64,45,2,52,27,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neu,92,97,5,2,53,26,blue,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neu,92,98,6,2,54,27,blue,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neg,92,6,69,2,55,28,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neg,99,6,69,2,56,28,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neg,97,6,69,2,57,29,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neg,6,6,69,2,58,30,blue,1,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neg,18,6,69,2,59,31,blue,1,57,34,23,30,Female
